hs_code,level,description,parent,chapter,section,section_name
540730,6,"Fabrics, woven; from synthetic filament yarn, adhesive or thermal bonded",5407,54,XI,Textiles and textile articles
540741,6,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, unbleached or bleached",5407,54,XI,Textiles and textile articles
540742,6,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, dyed",5407,54,XI,Textiles and textile articles
540743,6,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, of yarns of different colours",5407,54,XI,Textiles and textile articles
540744,6,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, printed",5407,54,XI,Textiles and textile articles
540751,6,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, unbleached or bleached",5407,54,XI,Textiles and textile articles
540752,6,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, dyed",5407,54,XI,Textiles and textile articles
540753,6,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, of yarns of different colours",5407,54,XI,Textiles and textile articles
540754,6,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, printed",5407,54,XI,Textiles and textile articles
540761,6,"Fabrics, woven; containing 85% or more by weight of non-textured polyester filaments",5407,54,XI,Textiles and textile articles
540769,6,"Fabrics, woven; containing less than 85% by weight of non-textured polyester filaments",5407,54,XI,Textiles and textile articles
540771,6,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), unbleached or bleached",5407,54,XI,Textiles and textile articles
540772,6,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), dyed",5407,54,XI,Textiles and textile articles
540773,6,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), of yarns of different colours",5407,54,XI,Textiles and textile articles
540774,6,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), printed",5407,54,XI,Textiles and textile articles
540781,6,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, bleached or unbleached",5407,54,XI,Textiles and textile articles
540782,6,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, dyed",5407,54,XI,Textiles and textile articles
540783,6,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, of yarns of different colours",5407,54,XI,Textiles and textile articles
540784,6,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, printed",5407,54,XI,Textiles and textile articles
540791,6,"Fabrics, woven; of synthetic filament yarn, bleached or unbleached, n.e.c. in heading no. 5407",5407,54,XI,Textiles and textile articles
540792,6,"Fabrics, woven; of synthetic filament yarn, dyed, n.e.c. in heading 5407",5407,54,XI,Textiles and textile articles
540793,6,"Fabrics, woven; of synthetic filament yarn, of yarns of different colours, n.e.c. in heading no. 5407",5407,54,XI,Textiles and textile articles
540794,6,"Fabrics, woven; of synthetic filament yarn, printed, n.e.c. in heading no. 5407",5407,54,XI,Textiles and textile articles
540810,6,"Fabrics, woven; of viscose rayon, high tenacity, artificial filament yarn",5408,54,XI,Textiles and textile articles
540821,6,"Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, bleached or unbleached",5408,54,XI,Textiles and textile articles
540822,6,"Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, dyed",5408,54,XI,Textiles and textile articles
540823,6,"Fabrics, woven; containing 85% or more by weight of artificial filament, strip or the like, of yarns of different colours",5408,54,XI,Textiles and textile articles
540824,6,"Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, printed",5408,54,XI,Textiles and textile articles
540831,6,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, unbleached or bleached",5408,54,XI,Textiles and textile articles
540832,6,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, dyed",5408,54,XI,Textiles and textile articles
540833,6,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, of yarns of different colours",5408,54,XI,Textiles and textile articles
540834,6,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, printed",5408,54,XI,Textiles and textile articles
550111,6,"Fibres; synthetic filament tow, of nylon or other polyamides, of aramids",5501,55,XI,Textiles and textile articles
550119,6,"Fibres; synthetic filament tow, of nylon or other polyamides, of other than aramids",5501,55,XI,Textiles and textile articles
550120,6,"Fibres; synthetic filament tow, of polyesters",5501,55,XI,Textiles and textile articles
550130,6,"Fibres; synthetic filament tow, acrylic or modacrylic",5501,55,XI,Textiles and textile articles
550140,6,"Fibres; synthetic filament tow, of polypropylene",5501,55,XI,Textiles and textile articles
550190,6,"Fibres; synthetic filament tow, of synthetic materials n.e.c. in heading no. 5501",5501,55,XI,Textiles and textile articles
550210,6,Fibres; artificial filament tow of cellulose acetate,5502,55,XI,Textiles and textile articles
550290,6,"Fibres; artificial filament tow, other than cellulose acetate",5502,55,XI,Textiles and textile articles
550311,6,"Fibres; synthetic staple fibres, of aramids, not carded, combed or otherwise processed for spinning",5503,55,XI,Textiles and textile articles
550319,6,"Fibres; synthetic staple fibres, of nylon or other polyamides other than aramids, not carded, combed or otherwise processed for spinning",5503,55,XI,Textiles and textile articles
550320,6,"Fibres; synthetic staple fibres, of polyesters, not carded, combed or otherwise processed for spinning",5503,55,XI,Textiles and textile articles
550330,6,"Fibres; synthetic staple fibres, acrylic or modacrylic, not carded, combed or otherwise processed for spinning",5503,55,XI,Textiles and textile articles
550340,6,"Fibres; synthetic staple fibres, of polypropylene, not carded, combed or otherwise processed for spinning",5503,55,XI,Textiles and textile articles
550390,6,"Fibres; synthetic staple fibres, of synthetic materials n.e.c. in heading no. 5503, not carded, combed or otherwise processed for spinning",5503,55,XI,Textiles and textile articles
550410,6,"Fibres; artificial staple fibres, of viscose, not carded, combed or otherwise processed for spinning",5504,55,XI,Textiles and textile articles
550490,6,"Fibres; artificial staple fibres, other than of viscose, not carded, combed or otherwise processed for spinning",5504,55,XI,Textiles and textile articles
550510,6,"Fibres; waste (including noils, yarn waste and garnetted stock), of synthetic fibres",5505,55,XI,Textiles and textile articles
550520,6,"Fibres; waste (including noils, yarn waste and garnetted stock), of artificial fibres",5505,55,XI,Textiles and textile articles
550610,6,"Fibres; synthetic staple fibres, of nylon or other polyamides, carded, combed or otherwise processed for spinning",5506,55,XI,Textiles and textile articles
550620,6,"Fibres; synthetic staple fibres, of polyesters, carded, combed or otherwise processed for spinning",5506,55,XI,Textiles and textile articles
550630,6,"Fibres; synthetic staple fibres, acrylic or modacrylic, carded, combed or otherwise processed for spinning",5506,55,XI,Textiles and textile articles
550640,6,"Fibres; synthetic staple fibres, of polypropylene, carded, combed or otherwise processed for spinning",5506,55,XI,Textiles and textile articles
550690,6,"Fibres; synthetic staple fibres, n.e.c. in heading no. 5506, carded, combed or otherwise processed for spinning",5506,55,XI,Textiles and textile articles
550700,6,"Fibres; artificial staple fibres, carded, combed or otherwise processed for spinning",5507,55,XI,Textiles and textile articles
550810,6,"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale",5508,55,XI,Textiles and textile articles
550820,6,"Sewing thread; of artificial staple fibres, whether or not put up for retail sale",5508,55,XI,Textiles and textile articles
550911,6,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale",5509,55,XI,Textiles and textile articles
550912,6,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale",5509,55,XI,Textiles and textile articles
550921,6,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale",5509,55,XI,Textiles and textile articles
550922,6,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale",5509,55,XI,Textiles and textile articles
550931,6,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale",5509,55,XI,Textiles and textile articles
550932,6,"Yarn; (not sewing thread), multiple (folded) or cabled, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale",5509,55,XI,Textiles and textile articles
550941,6,"Yarn; (not sewing thread), single, containing 85% or more by weight of synthetic staple fibres, n.e.c. in heading no. 5509, not put up for retail sale",5509,55,XI,Textiles and textile articles
550942,6,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, containing 85% or more by weight of synthetic staple fibres, n.e.c. in heading no. 5509, not put up for retail sale",5509,55,XI,Textiles and textile articles
550951,6,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with artificial staple fibres, not put up for retail sale",5509,55,XI,Textiles and textile articles
550952,6,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale",5509,55,XI,Textiles and textile articles
550953,6,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with cotton, not put up for retail sale",5509,55,XI,Textiles and textile articles
550959,6,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.5, not put up for retail sale",5509,55,XI,Textiles and textile articles
550961,6,"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale",5509,55,XI,Textiles and textile articles
